API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sat Aug 15 12:00:27 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1900-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2100-Jan-01 00:00:00.0000 UT      
Step-size       : 59040 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.260814.p261110                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-AUG-14. PREDICTS-> 2026-NOV-09
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************
 Date__(UT)__HR:MN           TDB-UT     ObsEcLon    ObsEcLat
************************************************************
$$SOE
 2069-Dec-14 00:00        69.183385  265.4979736   4.0212487
 2070-Jan-24 00:00        69.184545   90.4632626  -4.3722252
 2070-Mar-06 00:00        69.185434  265.6885594   4.4619439
 2070-Apr-16 00:00        69.185631   93.7567930  -4.9187456
 2070-May-27 00:00        69.185052  267.1423351   4.5633173
 2070-Jul-07 00:00        69.183990   90.4272520  -4.6746194
 2070-Aug-17 00:00        69.182936  269.2061148   4.8347332
 2070-Sep-27 00:00        69.182374   92.0200499  -5.1085028
 2070-Nov-07 00:00        69.182591  269.4879517   4.9911205
 2070-Dec-18 00:00        69.183492   91.1069640  -4.9063933
 2071-Jan-28 00:00        69.184644  271.9539166   5.0142764
 2071-Mar-10 00:00        69.185481   88.9003405  -5.2053127
 2071-Apr-20 00:00        69.185596  272.3243433   5.2207258
 2071-May-31 00:00        69.184964   91.1244089  -5.0413644
 2071-Jul-11 00:00        69.183887  274.0714777   5.0116080
 2071-Aug-21 00:00        69.182861   87.5377564  -5.2159898
 2071-Oct-01 00:00        69.182372  275.9369012   5.2314271
 2071-Nov-11 00:00        69.182659   90.9202981  -5.0913776
 2071-Dec-22 00:00        69.183609  275.9104393   4.8632636
 2072-Feb-01 00:00        69.184754   86.9909309  -5.1422034
 2072-Mar-13 00:00        69.185522  278.6080583   4.9851172
 2072-Apr-23 00:00        69.185560   88.9010352  -5.0465474
 2072-Jun-03 00:00        69.184862  278.0224856   4.5867508
 2072-Jul-14 00:00        69.183772   88.6202954  -4.8874994
 2072-Aug-24 00:00        69.182791  280.3290384   4.5571823
 2072-Oct-04 00:00        69.182370   87.9146969  -4.9416112
 2072-Nov-14 00:00        69.182736  280.9448018   4.1500252
 2072-Dec-25 00:00        69.183725   90.1579439  -4.4877377
 2073-Feb-04 00:00        69.184854  280.7509495   4.0316487
 2073-Mar-17 00:00        69.185562   87.6301642  -4.6555157
 2073-Apr-27 00:00        69.185512  282.9911573   3.5725509
 2073-Jun-07 00:00        69.184761   90.8658025  -4.0187196
 2073-Jul-18 00:00        69.183661  281.1027351   3.3943066
 2073-Aug-28 00:00        69.182718   89.8039883  -4.1357452
 2073-Oct-08 00:00        69.182378  284.3444151   2.9782824
 2073-Nov-18 00:00        69.182812   91.6780864  -3.4723460
 2073-Dec-29 00:00        69.183838  281.7405342   2.6538006
 2074-Feb-08 00:00        69.184950   92.2151282  -3.3965599
 2074-Mar-21 00:00        69.185593  283.3943015   2.3867254
 2074-May-01 00:00        69.185472   92.5172981  -2.8320187
 2074-Jun-11 00:00        69.184659  282.8406616   1.8289024
 2074-Jul-22 00:00        69.183548   95.1304074  -2.4664786
 2074-Sep-01 00:00        69.182647  281.6334630   1.8532615
 2074-Oct-12 00:00        69.182374   94.9099179  -2.0740896
 2074-Nov-22 00:00        69.182887  284.0430895   0.9841278
 2075-Jan-02 00:00        69.183949   97.2870314  -1.4909784
 2075-Feb-12 00:00        69.185042  279.4775319   1.2681513
 2075-Mar-25 00:00        69.185628   97.7350535  -1.1326013
 2075-May-05 00:00        69.185426  282.8736333   0.3210508
 2075-Jun-15 00:00        69.184560   99.1335768  -0.4987241
 2075-Jul-26 00:00        69.183437  279.1476552   0.4978584
 2075-Sep-05 00:00        69.182571  101.3472993  -0.1405217
 2075-Oct-16 00:00        69.182378  280.8979418  -0.1986394
 2075-Nov-26 00:00        69.182961  101.5376563   0.5339024
 2076-Jan-06 00:00        69.184060  279.4547508  -0.3646995
 2076-Feb-16 00:00        69.185132  103.8162938   0.8444379
 2076-Mar-28 00:00        69.185647  277.9515803  -0.6961805
 2076-May-08 00:00        69.185376  104.2511746   1.5588971
 2076-Jun-18 00:00        69.184457  279.8852670  -1.2425161
 2076-Jul-29 00:00        69.183329  105.7869379   1.7653846
 2076-Sep-08 00:00        69.182511  276.5280095  -1.2343459
 2076-Oct-19 00:00        69.182385  107.7968606   2.5130150
 2076-Nov-29 00:00        69.183042  279.8671870  -2.0468901
 2077-Jan-09 00:00        69.184168  107.1574779   2.6209740
 2077-Feb-19 00:00        69.185210  276.2636262  -1.9260450
 2077-Apr-01 00:00        69.185662  109.9704578   3.2979328
 2077-May-12 00:00        69.185316  278.5709667  -2.6971378
 2077-Jun-22 00:00        69.184359  108.9789599   3.4526005
 2077-Aug-02 00:00        69.183234  278.2335078  -2.7209584
 2077-Sep-12 00:00        69.182455  111.3681968   3.8410988
 2077-Oct-23 00:00        69.182404  277.9961546  -3.3086138
 2077-Dec-03 00:00        69.183117  111.4839865   4.2081532
 2078-Jan-13 00:00        69.184265  280.0434669  -3.4597257
 2078-Feb-23 00:00        69.185282  111.0182265   4.2543601
 2078-Apr-05 00:00        69.185667  278.4127941  -3.9135837
 2078-May-16 00:00        69.185262  113.1052811   4.7454900
 2078-Jun-26 00:00        69.184266  281.4796197  -4.0956660
 2078-Aug-06 00:00        69.183145  110.8854347   4.5675069
 2078-Sep-16 00:00        69.182414  280.8053306  -4.4278884
 2078-Oct-27 00:00        69.182421  114.2684085   5.0866207
 2078-Dec-07 00:00        69.183194  282.7162443  -4.6090305
 2079-Jan-17 00:00        69.184361  110.7281703   4.8144844
 2079-Feb-27 00:00        69.185345  283.5963030  -4.8211230
 2079-Apr-09 00:00        69.185671  112.6852300   5.2181631
 2079-May-20 00:00        69.185197  284.1604724  -4.9931178
 2079-Jun-30 00:00        69.184171  111.7024083   5.0012344
 2079-Aug-10 00:00        69.183063  286.7505265  -4.9906255
 2079-Sep-20 00:00        69.182378  110.7173362   5.2262953
 2079-Oct-31 00:00        69.182459  286.7616796  -5.2366508
 2079-Dec-11 00:00        69.183280  112.6903871   5.0663884
 2080-Jan-21 00:00        69.184457  289.0386895  -4.9903319
 2080-Mar-02 00:00        69.185405  108.1175832   5.1816035
 2080-Apr-12 00:00        69.185659  289.9021540  -5.2306512
 2080-May-23 00:00        69.185129  111.5627128   5.0282710
 2080-Jul-03 00:00        69.184073  291.0819339  -4.8565817
 2080-Aug-13 00:00        69.182985  107.9079753   5.0050987
 2080-Sep-23 00:00        69.182364  293.4469923  -4.9723858
 2080-Nov-03 00:00        69.182507  109.9726993   4.9476157
 2080-Dec-14 00:00        69.183375  293.4090461  -4.5727768
 2081-Jan-24 00:00        69.184548  108.0943602   4.7228209
 2081-Mar-06 00:00        69.185444  295.8535518  -4.5089990
 2081-Apr-16 00:00        69.185638  107.2433395   4.7841910
 2081-May-27 00:00        69.185051  296.1955524  -4.1229225
 2081-Jul-07 00:00        69.183981  109.1359647   4.3048571
 2081-Aug-17 00:00        69.182921  297.5250591  -3.8978677
 2081-Sep-27 00:00        69.182357  106.3341417   4.5106311
 2081-Nov-07 00:00        69.182574  299.4884863  -3.5232955
 2081-Dec-18 00:00        69.183476  109.5701541   3.8156677
 2082-Jan-28 00:00        69.184638  298.4768758  -3.2035583
 2082-Mar-10 00:00        69.185483  106.3692436   4.0333701
 2082-Apr-20 00:00        69.185602  301.4430192  -2.8026981
 2082-May-31 00:00        69.184969  108.8975905   3.3280552
 2082-Jul-11 00:00        69.183885  299.9872081  -2.3887844
 2082-Aug-21 00:00        69.182855  108.8331800   3.2733804
 2082-Oct-01 00:00        69.182359  302.2804992  -2.1160780
 2082-Nov-11 00:00        69.182639  108.9797741   2.7720938
 2082-Dec-22 00:00        69.183589  301.8948903  -1.4810503
 2083-Feb-01 00:00        69.184737  110.8568332   2.3894870
 2083-Mar-14 00:00        69.185518  301.3917845  -1.4295021
 2083-Apr-24 00:00        69.185567  109.7783725   2.0575737
 2083-Jun-04 00:00        69.184874  303.2891559  -0.5983056
 2083-Jul-15 00:00        69.183782  112.8103915   1.4230683
 2083-Aug-25 00:00        69.182790  300.5432692  -0.7218166
 2083-Oct-05 00:00        69.182359  112.5111429   1.2014764
 2083-Nov-15 00:00        69.182719  303.8986480   0.1746023
 2083-Dec-26 00:00        69.183704  114.3645784   0.4522486
 2084-Feb-05 00:00        69.184837  299.6993196   0.0390037
 2084-Mar-17 00:00        69.185555  115.3518448   0.1956950
 2084-Apr-27 00:00        69.185517  302.0041685   0.7600120
 2084-Jun-07 00:00        69.184771  116.0628366  -0.5158634
 2084-Jul-18 00:00        69.183670  300.4730982   0.9477971
 2084-Aug-28 00:00        69.182722  118.6390050  -0.8262803
 2084-Oct-08 00:00        69.182373  299.5081846   1.2032064
 2084-Nov-18 00:00        69.182800  118.8485279  -1.5119144
 2084-Dec-29 00:00        69.183825  301.0188530   1.8129227
 2085-Feb-08 00:00        69.184936  120.7915034  -1.7861289
 2085-Mar-21 00:00        69.185582  296.8448095   1.7020734
 2085-May-01 00:00        69.185468  121.8887119  -2.4685406
 2085-Jun-11 00:00        69.184663  300.2476284   2.5112997
 2085-Jul-22 00:00        69.183559  122.8102621  -2.6929709
 2085-Sep-01 00:00        69.182658  296.4482260   2.3055490
 2085-Oct-12 00:00        69.182381  125.3820337  -3.2707012
 2085-Nov-22 00:00        69.182886  298.7729840   3.0893610
 2086-Jan-02 00:00        69.183936  124.8952587  -3.5309402
 2086-Feb-12 00:00        69.185025  296.6994504   2.9797093
 2086-Mar-25 00:00        69.185611  127.3512465  -3.9090826
 2086-May-05 00:00        69.185417  296.6751483   3.5718549
 2086-Jun-15 00:00        69.184564  127.4948846  -4.2727736
 2086-Jul-26 00:00        69.183451  298.3124969   3.6787434
 2086-Sep-05 00:00        69.182590  128.6942093  -4.3387684
 2086-Oct-16 00:00        69.182392  296.0056038   4.0278843
 2086-Nov-26 00:00        69.182962  130.5897123  -4.8530517
 2087-Jan-06 00:00        69.184050  299.1121807   4.2485918
 2087-Feb-16 00:00        69.185115  128.9823889  -4.6687299
 2087-Mar-29 00:00        69.185631  296.6864508   4.4880035
 2087-May-09 00:00        69.185367  132.0653595  -5.1601414
 2087-Jun-19 00:00        69.184459  299.3226004   4.6996007
 2087-Jul-30 00:00        69.183341  130.1304714  -4.9202791
 2087-Sep-09 00:00        69.182526  299.4233990   4.8168413
 2087-Oct-20 00:00        69.182400  132.6305902  -5.2564222
 2087-Nov-30 00:00        69.183049  299.8922710   5.0487672
 2088-Jan-10 00:00        69.184164  131.4438748  -5.0499826
 2088-Feb-20 00:00        69.185199  301.8367638   4.9971980
 2088-Apr-01 00:00        69.185648  131.0380050  -5.2238738
 2088-May-12 00:00        69.185305  301.3799080   5.2462032
 2088-Jun-22 00:00        69.184355  132.6743527  -5.0536978
 2088-Aug-02 00:00        69.183237  304.2698826   4.9975240
 2088-Sep-12 00:00        69.182468  129.8078577  -5.0677362
 2088-Oct-23 00:00        69.182421  304.2949073   5.2537410
 2088-Dec-03 00:00        69.183130  133.1485872  -4.9393962
 2089-Jan-13 00:00        69.184272  306.0647739   4.8546219
 2089-Feb-23 00:00        69.185275  128.3928099  -4.8537828
 2089-Apr-05 00:00        69.185650  307.4729101   4.9950490
 2089-May-16 00:00        69.185245  130.9935598  -4.7617270
 2089-Jun-26 00:00        69.184254  308.1403085   4.5929846
 2089-Aug-06 00:00        69.183146  129.2444432  -4.4758457
 2089-Sep-16 00:00        69.182427  310.7373183   4.4937372
 2089-Oct-27 00:00        69.182443  128.6251658  -4.5602288
 2089-Dec-07 00:00        69.183216  310.9291107   4.1642853
 2090-Jan-17 00:00        69.184370  129.6603674  -4.0154182
 2090-Feb-27 00:00        69.185339  312.8481846   3.8561769
 2090-Apr-09 00:00        69.185654  125.9607239  -4.2608080
 2090-May-20 00:00        69.185178  314.1070657   3.5322373
 2090-Jun-30 00:00        69.184160  129.3457237  -3.5406181
 2090-Aug-10 00:00        69.183061  314.7285651   3.1004493
 2090-Sep-20 00:00        69.182389  125.8360445  -3.7611463
 2090-Oct-31 00:00        69.182475  317.3230162   2.7857697
 2090-Dec-11 00:00        69.183297  128.3675414  -3.0587806
 2091-Jan-21 00:00        69.184469  316.4540302   2.2561831
 2091-Mar-03 00:00        69.185404  126.2398770  -3.0867022
 2091-Apr-13 00:00        69.185649  319.0401022   1.9532437
 2091-May-24 00:00        69.185115  126.7291304  -2.5696074
 2091-Jul-04 00:00        69.184061  318.9149809   1.3155365
 2091-Aug-14 00:00        69.182980  128.3818659  -2.1746317
 2091-Sep-24 00:00        69.182365  319.7873479   1.1577482
 2091-Nov-04 00:00        69.182515  126.6072156  -1.9784352
 2091-Dec-15 00:00        69.183390  321.4778175   0.3438820
 2092-Jan-25 00:00        69.184562  129.5266292  -1.2588011
 2092-Mar-06 00:00        69.185454  319.4798498   0.3535853
 2092-Apr-16 00:00        69.185636  127.6124251  -1.1726120
 2092-May-27 00:00        69.185037  322.6534578  -0.5089292
 2092-Jul-07 00:00        69.183965  130.3126610  -0.3614098
 2092-Aug-17 00:00        69.182909  320.0408500  -0.5390632
 2092-Sep-27 00:00        69.182355  130.6327468  -0.2118062
 2092-Nov-07 00:00        69.182580  322.5347916  -1.1741368
 2092-Dec-18 00:00        69.183489  131.3617417   0.5459159
 2093-Jan-28 00:00        69.184654  320.5995582  -1.4332098
 2093-Mar-10 00:00        69.185493  133.1705170   0.8072422
 2093-Apr-20 00:00        69.185603  320.4684462  -1.7216429
 2093-May-31 00:00        69.184960  133.1151162   1.4643374
 2093-Jul-11 00:00        69.183870  321.7249394  -2.3169900
 2093-Aug-21 00:00        69.182844  135.8636299   1.8040900
 2093-Oct-01 00:00        69.182358  318.5080832  -2.1894043
 2093-Nov-11 00:00        69.182647  136.2478824   2.3782782
 2093-Dec-22 00:00        69.183597  321.7297039  -3.0313514
 2094-Feb-01 00:00        69.184743  137.7318287   2.7059477
 2094-Mar-14 00:00        69.185524  316.7825133  -2.7262050
 2094-Apr-24 00:00        69.185569  139.3681329   3.2223482
 2094-Jun-04 00:00        69.184872  319.7376894  -3.5155859
 2094-Jul-15 00:00        69.183778  139.9127936   3.5473474
 2094-Aug-25 00:00        69.182786  317.5264556  -3.3713778
 2094-Oct-05 00:00        69.182360  142.5984079   3.8673783
 2094-Nov-15 00:00        69.182724  317.2716718  -3.8905209
 2094-Dec-26 00:00        69.183708  142.6858490   4.2928051
 2095-Feb-05 00:00        69.184840  317.8795166  -3.9525134
 2095-Mar-18 00:00        69.185557  144.3990679   4.3681855
 2095-Apr-28 00:00        69.185520  315.0866686  -4.2473216
 2095-Jun-08 00:00        69.184777  145.7258943   4.8511496
 2095-Jul-19 00:00        69.183672  318.3074228  -4.4631314
 2095-Aug-29 00:00        69.182722  146.0457645   4.7131996
 2095-Oct-09 00:00        69.182373  315.0337684  -4.5710922
 2095-Nov-19 00:00        69.182804  148.8391094   5.1783489
 2095-Dec-30 00:00        69.183832  317.7480205  -4.8382001
 2096-Feb-09 00:00        69.184941  147.2988937   4.9464316
 2096-Mar-21 00:00        69.185585  315.9780917  -4.8616947
 2096-May-01 00:00        69.185471  150.0591212   5.2586931
 2096-Jun-11 00:00        69.184666  317.0127359  -5.1059820
 2096-Jul-22 00:00        69.183563  149.5496845   5.0704957
 2096-Sep-01 00:00        69.182661  318.5879248  -4.9963799
 2096-Oct-12 00:00        69.182386  150.4379951   5.1487775
 2096-Nov-22 00:00        69.182894  317.3173040  -5.2747000
 2097-Jan-02 00:00        69.183948  151.7509247   5.0167855
 2097-Feb-12 00:00        69.185035  320.1712687  -4.9871349
 2097-Mar-25 00:00        69.185610  149.4425435   4.9583856
 2097-May-05 00:00        69.185411  319.0321150  -5.2540540
 2097-Jun-15 00:00        69.184561  152.6152575   4.8207077
 2097-Jul-26 00:00        69.183453  321.6584072  -4.8604283
 2097-Sep-05 00:00        69.182601  149.6025139   4.6239807
 2097-Oct-16 00:00        69.182407  322.2110719  -4.9933716
 2097-Nov-26 00:00        69.182978  152.2893446   4.5486001
 2098-Jan-06 00:00        69.184063  323.0413343  -4.6014395
 2098-Feb-16 00:00        69.185120  149.5794756   4.2087475
 2098-Mar-29 00:00        69.185629  325.0910375  -4.5047777
 2098-May-09 00:00        69.185360  149.7268227   4.2422045
 2098-Jun-19 00:00        69.184453  325.2790538  -4.1953726
 2098-Jul-30 00:00        69.183346  150.7368152   3.6722510
 2098-Sep-09 00:00        69.182539  327.9011855  -3.8243355
 2098-Oct-20 00:00        69.182416  147.5870045   3.8799124
 2098-Nov-30 00:00        69.183065  328.4213607  -3.6055244
 2099-Jan-10 00:00        69.184175  150.6339486   3.1250885
 2099-Feb-20 00:00        69.185207  329.7833276  -3.0620632
 2099-Apr-02 00:00        69.185650  145.6614967   3.4022681
 2099-May-13 00:00        69.185301  331.6885885  -2.8014686
 2099-Jun-23 00:00        69.184350  148.8008043   2.6725727
 2099-Aug-03 00:00        69.183236  332.0192640  -2.2040807
 2099-Sep-13 00:00        69.182477  146.5266954   2.6571382
 2099-Oct-24 00:00        69.182436  334.6236667  -1.9274091
 2099-Dec-04 00:00        69.183148  146.7063937   2.2281966
$$EOE
*******************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Mixed calendar mode was active such that calendar dates after AD 1582-Oct-15
(if any) are in the modern Gregorian system. Dates prior to 1582-Oct-5 (if any)
are in the Julian calendar system, which is automatically extended for dates
prior to its adoption on 45-Jan-1 BC.  The Julian calendar is useful for
matching historical dates. The Gregorian calendar more accurately corresponds
to the Earth's orbital motion and seasons. A "Gregorian-only" calendar mode is
available if such physical events are the primary interest.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
 'TDB-UT' =
   Difference between the uniform Barycentric Dynamical time-scale and the
Earth-rotation dependent Universal Time. Prior to 1962, the difference is with
respect to UT1 (TDB-UT1) and the 0.002 second maximum amplitude distinction
between TT and TDB is not maintained. For 1962 and later, the difference is
with respect to UTC (TDB-UTC) and periodic terms less than 1.e-6 second are
ignored. Values beyond the next July or January 1st may change if a leap-second
is later required by the IERS. Values from the present date forward through
the next ~78 days are predictions. Beyond that prediction interval, the last
prediction is taken as a constant for all future dates. Units: SECONDS
 
 'ObsEcLon    ObsEcLat' =
   Observer-centered IAU76/80 ecliptic-of-date longitude and latitude of the
target centers' apparent position, with light-time, gravitational deflection of
light, and stellar aberrations.  Units: DEGREES

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Inquiries   : Jon.D.Giorgini@jpl.nasa.gov

*******************************************************************************
